,O,H,L,C,V,date
1356,33403.31,37574.48,32418.21,37408.94,32116.489127,2021-06-09 02:00:00
1357,37409.51,38470.0,35791.5,36686.82,28686.368977,2021-06-10 02:00:00
1358,36693.32,37689.2,35959.48,37336.26,20638.05904,2021-06-11 02:00:00
1359,37338.58,37461.66,34627.78,35538.27,20239.320288,2021-06-12 02:00:00
1360,35549.07,39375.0,34800.0,39019.09,21152.166378,2021-06-13 02:00:00
1361,39028.75,41090.0,38750.0,40530.52,28828.998826,2021-06-14 02:00:00
1362,40530.51,41329.85,39503.21,40146.26,21768.649291,2021-06-15 02:00:00
1363,40143.09,40515.03,38107.77,38341.9,22985.749581,2021-06-16 02:00:00
1364,38337.47,39541.99,37369.33,38083.0,22582.740117,2021-06-17 02:00:00
1365,38088.85,38200.0,35145.9,35834.92,23702.109348,2021-06-18 02:00:00
1366,35834.92,36464.12,34821.14,35493.34,21728.413903,2021-06-19 02:00:00
1367,35493.34,36123.15,33333.0,35596.6,25513.953814,2021-06-20 02:00:00
1368,35597.01,35742.47,31255.89,31609.48,51850.87864,2021-06-21 02:00:00
1369,31606.26,33300.0,28808.0,32521.77,52834.742847,2021-06-22 02:00:00
1370,32524.73,34950.0,31714.0,33685.39,32460.030177,2021-06-23 02:00:00
1371,33682.23,35290.01,32311.63,34657.39,21959.024224,2021-06-24 02:00:00
1372,34655.93,35500.0,31277.01,31577.81,30057.840458,2021-06-25 02:00:00
1373,31577.81,32723.01,30153.21,32287.41,28775.940097,2021-06-26 02:00:00
1374,32282.64,34750.0,31992.74,34702.69,25012.989079,2021-06-27 02:00:00
1375,34707.81,35310.33,33860.04,34496.95,22295.869196,2021-06-28 02:00:00
1376,34496.95,36630.44,34231.72,35913.8,23478.876501,2021-06-29 02:00:00
1377,35913.8,36109.98,34050.0,35054.97,22113.210803,2021-06-30 02:00:00
1378,35045.36,35068.36,32723.75,33510.01,21759.596142,2021-07-01 02:00:00
1379,33510.0,33987.52,32697.06,33785.72,16804.549908,2021-07-02 02:00:00
1380,33788.26,34950.0,33322.78,34677.72,12466.909459,2021-07-03 02:00:00
1381,34676.2,35970.0,34371.23,35289.84,11770.593582,2021-07-04 02:00:00
1382,35292.72,35296.25,33140.0,33703.89,18477.164767,2021-07-05 02:00:00
1383,33703.89,35116.52,33531.27,34217.74,18669.871986,2021-07-06 02:00:00
1384,34217.74,35066.66,33780.4,33866.64,16221.485781,2021-07-07 02:00:00
1385,33863.86,33936.83,32104.22,32868.92,20754.462088,2021-07-08 02:00:00
1386,32872.07,34100.0,32272.17,33816.26,12803.631937,2021-07-09 02:00:00
1387,33816.26,34258.39,33025.01,33500.22,11966.546163,2021-07-10 02:00:00
1388,33500.22,34613.21,33310.22,34259.99,9968.938,2021-07-11 02:00:00
1389,34260.0,34671.94,32660.21,33091.54,13935.478189,2021-07-12 02:00:00
1390,33086.72,33339.72,32200.74,32729.46,11023.435081,2021-07-13 02:00:00
1391,32729.46,33114.23,31586.52,32824.43,12731.588948,2021-07-14 02:00:00
1392,32823.1,33185.57,31135.08,31874.74,13494.339803,2021-07-15 02:00:00
1393,31872.37,32257.3,31016.66,31388.05,12574.198489,2021-07-16 02:00:00
1394,31386.48,31956.57,31170.19,31525.77,8632.632977,2021-07-17 02:00:00
1395,31523.22,32438.67,31130.06,31779.8,9435.225386,2021-07-18 02:00:00
1396,31781.55,31897.94,30411.77,30836.73,12677.524297,2021-07-19 02:00:00
1397,30836.72,31062.0,29288.0,29792.75,15791.472035,2021-07-20 02:00:00
1398,29796.21,32830.89,29496.05,32141.47,20544.169418,2021-07-21 02:00:00
1399,32141.47,32592.52,31722.01,32287.73,11185.176669,2021-07-22 02:00:00
1400,32287.73,33646.94,31984.75,33635.55,12318.442463,2021-07-23 02:00:00
1401,33635.56,34507.67,33415.46,34272.4,11995.4315,2021-07-24 02:00:00
1402,34274.13,35424.58,33867.06,35402.13,12023.633971,2021-07-25 02:00:00
1403,35402.13,40556.0,35236.73,37251.63,41147.777233,2021-07-26 02:00:00
1404,37249.77,39547.37,36398.14,39463.08,25026.462654,2021-07-27 02:00:00
1405,39463.09,40926.84,38790.0,40028.37,29271.360473,2021-07-28 02:00:00
1406,40027.99,40650.0,39241.66,40030.0,16621.034022,2021-07-29 02:00:00
1407,40030.0,42325.75,38336.66,42234.99,19099.697758,2021-07-30 02:00:00
1408,42235.0,42435.28,41050.0,41485.57,14034.969037,2021-07-31 02:00:00
1409,41485.57,42607.35,39420.0,39865.66,16860.967124,2021-08-01 02:00:00
1410,39865.66,40465.27,38683.0,39156.52,16616.972171,2021-08-02 02:00:00
1411,39156.51,39785.0,37634.78,38202.09,15414.75855,2021-08-03 02:00:00
1412,38202.09,39961.0,37500.01,39724.9,13846.906003,2021-08-04 02:00:00
1413,39724.89,41370.0,37321.0,40879.99,23138.611553,2021-08-05 02:00:00
1414,40880.0,43390.0,39810.0,42863.39,24604.81064,2021-08-06 02:00:00
1415,42859.18,44732.9,42430.65,44603.26,21150.56013,2021-08-07 02:00:00
1416,44605.27,45362.31,43271.06,43823.23,19175.017708,2021-08-08 02:00:00
1417,43823.22,46492.0,42800.0,46264.6,19631.592252,2021-08-09 02:00:00
1418,46264.6,46723.64,44644.0,45597.85,14000.675568,2021-08-10 02:00:00
1419,45600.79,46779.5,45363.6,45532.47,13776.136576,2021-08-11 02:00:00
1420,45532.47,46228.23,43788.36,44419.43,14617.608309,2021-08-12 02:00:00
1421,44419.43,47888.04,44240.0,47820.33,12030.759883,2021-08-13 02:00:00
1422,47820.33,48200.0,46036.39,47101.08,11865.62905,2021-08-14 02:00:00
1423,47101.08,47408.36,45530.0,47008.84,12408.146584,2021-08-15 02:00:00
1424,47010.71,48077.8,45670.09,45913.14,12924.620176,2021-08-16 02:00:00
1425,45913.14,47168.1,44405.07,44689.46,14016.383335,2021-08-17 02:00:00
1426,44689.46,46020.0,44211.85,44711.19,12356.243333,2021-08-18 02:00:00
1427,44711.19,47048.46,43934.0,46754.71,14246.1551,2021-08-19 02:00:00
1428,46754.72,49400.0,46639.71,49342.38,13919.025533,2021-08-20 02:00:00
1429,49342.38,49800.0,48268.6,48859.02,10436.977083,2021-08-21 02:00:00
1430,48859.01,49520.52,48100.0,49282.12,8070.554015,2021-08-22 02:00:00
1431,49282.11,50542.3,49045.0,49500.43,11437.097006,2021-08-23 02:00:00
1432,49500.43,49880.03,47601.0,47685.9,11705.576907,2021-08-24 02:00:00
1433,47685.49,49265.54,47125.64,48981.92,10787.593274,2021-08-25 02:00:00
1434,48981.91,49351.67,46299.87,46850.23,14021.3529,2021-08-26 02:00:00
1435,46855.73,49157.89,46364.0,49071.58,12064.851132,2021-08-27 02:00:00
1436,49082.73,49303.94,48381.46,48920.4,6522.302352,2021-08-28 02:00:00
1437,48921.64,49656.34,47810.0,48806.77,9061.601115,2021-08-29 02:00:00
1438,48806.77,48914.15,46865.46,46997.23,11457.89781,2021-08-30 02:00:00
1439,46997.22,48269.25,46705.41,47114.52,13135.07783,2021-08-31 02:00:00
1440,47114.51,49124.64,46538.2,48834.11,13136.0917,2021-09-01 02:00:00
1441,48834.11,50386.28,48619.39,49271.91,13553.207587,2021-09-02 02:00:00
1442,49271.91,51051.61,48351.12,50017.04,16495.398811,2021-09-03 02:00:00
1443,50017.05,50552.81,49399.8,49942.28,8225.84177,2021-09-04 02:00:00
1444,49942.88,51907.87,49490.0,51792.81,9766.593094,2021-09-05 02:00:00
1445,51792.81,52799.0,51026.88,52695.57,11035.036686,2021-09-06 02:00:00
1446,52695.57,52937.84,43001.0,46878.12,28682.716114,2021-09-07 02:00:00
1447,46878.13,47355.0,44420.28,46062.42,20482.22856,2021-09-08 02:00:00
1448,46062.01,47393.87,45518.09,46393.93,13260.83115,2021-09-09 02:00:00
1449,46393.93,47036.62,44150.0,44857.81,13180.90372,2021-09-10 02:00:00
1450,44853.33,45983.0,44730.22,45172.22,8617.19555,2021-09-11 02:00:00
1451,45172.23,46460.9,44746.67,46020.0,8583.56192,2021-09-12 02:00:00
1452,46020.0,46871.08,43400.0,44949.2,17164.92852,2021-09-13 02:00:00
1453,44949.2,47266.56,44666.0,47119.85,10459.9845,2021-09-14 02:00:00
1454,47119.85,48468.0,46700.0,48142.8,10336.69391,2021-09-15 02:00:00
1455,48142.79,48505.0,47034.53,47750.76,11666.15519,2021-09-16 02:00:00
1456,47750.75,48159.47,46751.0,47300.0,8914.53051,2021-09-17 02:00:00
1457,47301.0,48831.51,47012.77,48301.46,8619.57809,2021-09-18 02:00:00
1458,48301.46,48379.9,46845.82,47251.77,7978.08045,2021-09-19 02:00:00
1459,47251.77,47346.77,42500.0,43010.83,24316.501458,2021-09-20 02:00:00
1460,43008.65,43632.9,39570.0,40724.57,24096.578857,2021-09-21 02:00:00
1461,40731.73,44020.38,40570.28,43559.0,16578.315376,2021-09-22 02:00:00
1462,43559.01,45000.0,43091.39,44884.62,13438.72058,2021-09-23 02:00:00
1463,44884.62,45164.05,40700.0,42840.18,22226.43538,2021-09-24 02:00:00
1464,42840.19,42985.0,41671.12,42695.78,10393.48248,2021-09-25 02:00:00
1465,42692.91,43956.52,40780.01,43181.73,15227.10806,2021-09-26 02:00:00
1466,43181.73,44365.0,42112.34,42167.08,11228.22353,2021-09-27 02:00:00
1467,42167.09,42778.06,40891.83,41024.26,12491.35908,2021-09-28 02:00:00
1468,41024.27,42600.1,40748.03,41523.02,10493.83731,2021-09-29 02:00:00
1469,41523.01,44111.83,41408.9,43818.22,13226.5603,2021-09-30 02:00:00
1470,43823.18,48480.91,43300.0,48163.64,18601.52499,2021-10-01 02:00:00
1471,48163.63,48349.94,47441.54,47659.18,8254.80491,2021-10-02 02:00:00
1472,47659.22,49252.36,47126.0,48228.72,8198.05101,2021-10-03 02:00:00
1473,48228.72,49500.0,46929.29,49238.09,13166.79745,2021-10-04 02:00:00
1474,49228.15,51900.0,49050.88,51493.6,13295.21936,2021-10-05 02:00:00
1475,51498.5,55790.21,50411.31,55334.18,17619.664424,2021-10-06 02:00:00
1476,55334.19,55348.01,53340.0,53792.44,12334.28712,2021-10-07 02:00:00
1477,53797.16,56123.0,53627.01,53954.99,11480.949525,2021-10-08 02:00:00
1478,53955.0,55496.95,53673.47,54969.0,7951.63635,2021-10-09 02:00:00
1479,54969.0,56580.0,54101.71,54689.0,11623.565749,2021-10-10 02:00:00
1480,54688.96,57900.42,54442.85,57480.27,13249.245681,2021-10-11 02:00:00
1481,57487.79,57680.0,53912.93,56004.33,15397.40734,2021-10-12 02:00:00
1482,56004.33,57780.0,54261.59,57367.64,13754.95794,2021-10-13 02:00:00
1483,57367.65,58535.23,56824.32,57350.09,10694.503271,2021-10-14 02:00:00
1484,57350.08,62888.88,56879.78,61669.34,20243.583003,2021-10-15 02:00:00
1485,61668.94,62352.54,60158.01,60878.95,9624.27049,2021-10-16 02:00:00
1486,60878.96,61710.0,58950.0,61510.94,10279.31116,2021-10-17 02:00:00
1487,61525.57,62678.14,59850.0,62011.55,14576.96947,2021-10-18 02:00:00
1488,62004.63,64490.0,61357.2,64282.61,14120.611002,2021-10-19 02:00:00
1489,64291.0,66998.0,63502.0,66018.41,12114.069776,2021-10-20 02:00:00
1490,66018.41,66649.69,62001.0,62199.17,18273.92278,2021-10-21 02:00:00
1491,62199.17,63746.61,59931.37,60677.78,14284.99518,2021-10-22 02:00:00
1492,60677.79,61737.78,59619.37,61279.94,7845.1731,2021-10-23 02:00:00
1493,61279.94,61480.0,59523.0,60858.0,9103.99297,2021-10-24 02:00:00
1494,60858.0,63699.99,60657.77,63072.07,10175.24136,2021-10-25 02:00:00
1495,63072.08,63285.0,59850.0,60321.97,10749.40364,2021-10-26 02:00:00
1496,60325.19,61497.28,58010.0,58438.63,15569.46547,2021-10-27 02:00:00
1497,58448.72,62570.03,57800.0,60593.95,15618.52465,2021-10-28 02:00:00
1498,60596.54,62964.12,60181.47,62249.85,12460.94735,2021-10-29 02:00:00
1499,62249.85,62350.0,60731.77,61885.35,10511.51493,2021-10-30 02:00:00
1500,61885.35,62425.0,59971.0,61340.58,9814.39863,2021-10-31 02:00:00
1501,61343.13,62480.0,59500.0,60939.91,12232.46723,2021-11-01 01:00:00
1502,60939.91,64300.0,60661.27,63257.7,10751.96477,2021-11-02 01:00:00
1503,63257.7,63565.29,60400.0,62928.12,10899.63806,2021-11-03 01:00:00
1504,62928.13,63125.0,60740.0,61443.35,10474.64639,2021-11-04 01:00:00
1505,61443.34,62631.08,60800.0,61001.36,9475.41802,2021-11-05 01:00:00
1506,61000.76,61605.14,60111.0,61518.88,7010.73483,2021-11-06 01:00:00
1507,61518.88,63333.0,61371.32,63327.14,7182.60363,2021-11-07 01:00:00
1508,63321.69,67837.21,63321.69,67570.19,13996.479193,2021-11-08 01:00:00
1509,67571.12,68590.7,66256.0,66958.39,12058.000864,2021-11-09 01:00:00
1510,66958.39,69020.0,62957.17,64911.66,15542.398128,2021-11-10 01:00:00
1511,64911.65,65611.53,64132.23,64816.53,9914.99834,2021-11-11 01:00:00
1512,64816.53,65466.66,62300.0,64139.28,11263.11499,2021-11-12 01:00:00
1513,64140.76,64988.32,63380.84,64389.0,5781.19382,2021-11-13 01:00:00
1514,64389.0,65530.56,63592.14,65527.47,7123.48023,2021-11-14 01:00:00
1515,65528.12,66346.0,63398.31,63615.74,8876.33095,2021-11-15 01:00:00
1516,63615.75,63618.92,58610.0,60088.0,19829.43647,2021-11-16 01:00:00
1517,60092.23,60886.91,58370.13,60371.86,11836.55864,2021-11-17 01:00:00
1518,60368.85,60972.22,56520.0,56917.36,15359.10647,2021-11-18 01:00:00
1519,56926.63,58373.09,55624.03,58099.99,11081.25742,2021-11-19 01:00:00
1520,58100.0,59880.1,57405.0,59743.28,7840.3858,2021-11-20 01:00:00
1521,59743.29,60074.03,58530.17,58677.1,7595.59042,2021-11-21 01:00:00
1522,58677.31,59490.0,55590.0,56292.09,13682.60854,2021-11-22 01:00:00
1523,56292.08,57857.14,55338.72,57557.9,11918.22396,2021-11-23 01:00:00
1524,57557.9,57747.8,55896.57,57155.08,9717.99725,2021-11-24 01:00:00
1525,57157.7,59427.59,57010.0,58999.99,10348.68584,2021-11-25 01:00:00
1526,58999.99,59191.99,53511.0,53759.97,17773.69862,2021-11-26 01:00:00
1527,53756.29,55304.81,53644.88,54762.33,7758.23976,2021-11-27 01:00:00
1528,54762.32,57471.01,53310.0,57317.97,9229.5602,2021-11-28 01:00:00
1529,57317.12,58900.61,56728.28,57826.71,8748.92499,2021-11-29 01:00:00
1530,57826.72,59219.27,55929.0,56981.05,13182.52246,2021-11-30 01:00:00
1531,56981.05,59100.0,56494.25,57212.27,11500.24907,2021-12-01 01:00:00
1532,57212.27,57406.66,55830.0,56523.54,9635.32024,2021-12-02 01:00:00
1533,56523.37,57650.0,51681.0,53648.0,13111.65984,2021-12-03 01:00:00
1534,53646.14,53888.94,42620.24,49201.95,26434.37925,2021-12-04 01:00:00
1535,49203.65,49763.02,47811.0,49446.72,12469.88547,2021-12-05 01:00:00
1536,49450.95,50945.26,47110.26,50500.01,15957.76523,2021-12-06 01:00:00
1537,50500.0,51984.79,50030.58,50634.01,11474.40001,2021-12-07 01:00:00
1538,50631.61,51242.37,48644.59,50512.87,10488.04149,2021-12-08 01:00:00
1539,50513.55,50840.0,47334.87,47569.26,11581.89907,2021-12-09 01:00:00
1540,47566.83,50128.03,46860.0,47166.63,12699.982,2021-12-10 01:00:00
1541,47166.62,49500.0,46770.0,49422.38,8701.83423,2021-12-11 01:00:00
1542,49422.39,50800.0,48648.81,50080.09,7907.59353,2021-12-12 01:00:00
1543,50080.19,50211.41,45675.93,46723.7,14240.85804,2021-12-13 01:00:00
1544,46721.36,48679.93,46310.91,48365.91,11276.93401,2021-12-14 01:00:00
1545,48364.06,49500.0,46560.0,48883.91,13938.48076,2021-12-15 01:00:00
1546,48882.77,49450.0,47526.36,47639.42,9045.64979,2021-12-16 01:00:00
1547,47639.75,48007.03,45444.44,46153.7,12795.51061,2021-12-17 01:00:00
1548,46148.67,47420.6,45515.0,46847.87,7774.9906,2021-12-18 01:00:00
1549,46844.86,48300.0,46446.59,46699.1,8115.31037,2021-12-19 01:00:00
1550,46699.1,47530.0,45576.19,46916.22,10529.88683,2021-12-20 01:00:00
1551,46916.22,49332.98,46655.6,48905.71,10906.09667,2021-12-21 01:00:00
1552,48906.7,49600.0,48453.22,48610.35,7859.48983,2021-12-22 01:00:00
1553,48611.49,51384.72,48025.92,50847.09,10627.49589,2021-12-23 01:00:00
1554,50847.1,51849.32,50431.29,50846.08,8112.96898,2021-12-24 01:00:00
1555,50846.72,51171.94,50167.69,50427.56,5193.4307,2021-12-25 01:00:00
1556,50429.21,51300.0,49446.2,50801.06,7141.32871,2021-12-26 01:00:00
1557,50801.07,52134.38,50469.66,50727.55,8898.6732,2021-12-27 01:00:00
1558,50727.54,50727.54,47318.91,47556.84,13876.71864,2021-12-28 01:00:00
1559,47556.84,48138.44,46081.63,46471.72,11324.73006,2021-12-29 01:00:00
1560,46471.73,47907.26,45923.13,47125.87,9568.70039,2021-12-30 01:00:00
1561,47125.89,48566.66,45680.0,46208.25,11585.53472,2021-12-31 01:00:00
1562,46215.75,47939.99,46212.42,47729.83,5718.58633,2022-01-01 01:00:00
1563,47729.83,47998.49,46671.57,47293.15,6493.43477,2022-01-02 01:00:00
1564,47293.16,47580.0,45700.0,46450.22,8870.25248,2022-01-03 01:00:00
1565,46450.22,47540.0,45545.17,45824.27,10080.39299,2022-01-04 01:00:00
1566,45824.27,47061.05,42500.0,43448.5,16822.05714,2022-01-05 01:00:00
1567,43444.77,43792.21,42420.0,43086.35,12143.3641,2022-01-06 01:00:00
1568,43086.35,43142.11,40635.14,41556.89,18009.1921,2022-01-07 01:00:00
1569,41556.9,42306.69,40524.0,41678.35,10584.77879,2022-01-08 01:00:00
1570,41680.13,42778.07,41200.81,41860.61,8109.48014,2022-01-09 01:00:00
1571,41867.75,42282.88,39651.31,41819.01,16579.39971,2022-01-10 01:00:00
1572,41819.0,43106.15,41255.78,42740.0,12561.68865,2022-01-11 01:00:00
1573,42740.0,44324.66,42453.0,43919.88,10785.33895,2022-01-12 01:00:00
1574,43919.87,44443.07,42330.0,42570.33,10239.58548,2022-01-13 01:00:00
1575,42567.8,43470.0,41751.0,43074.83,10079.35892,2022-01-14 01:00:00
1576,43078.58,43826.31,42580.0,43104.8,6015.35835,2022-01-15 01:00:00
1577,43104.8,43489.0,42601.97,43089.63,5918.41107,2022-01-16 01:00:00
1578,43089.65,43189.0,41561.65,42215.08,7831.06772,2022-01-17 01:00:00
1579,42211.48,42699.98,41290.0,42362.39,9491.41833,2022-01-18 01:00:00
1580,42363.98,42573.6,41116.78,41671.98,12002.26214,2022-01-19 01:00:00
1581,41671.99,43509.26,40574.21,40690.45,12706.5451,2022-01-20 01:00:00
1582,40688.78,41104.08,35433.07,36462.22,31219.369238,2022-01-21 01:00:00
1583,36462.21,36833.33,34015.0,35065.91,23013.368383,2022-01-22 01:00:00
1584,35076.53,36505.5,34614.92,36250.76,16230.18302,2022-01-23 01:00:00
1585,36250.76,37592.69,32950.01,36675.08,30928.035479,2022-01-24 01:00:00
1586,36675.09,37555.55,35708.37,36963.57,19854.23252,2022-01-25 01:00:00
1587,36975.14,38930.0,36276.07,36831.31,23974.514775,2022-01-26 01:00:00
1588,36831.31,37233.22,35523.16,37170.0,17210.44519,2022-01-27 01:00:00
1589,37169.99,38023.51,36170.08,37723.91,13727.24761,2022-01-28 01:00:00
1590,37724.11,38735.62,37306.1,38176.66,9917.80907,2022-01-29 01:00:00
1591,38176.65,38374.74,37366.66,37901.61,6798.05194,2022-01-30 01:00:00
1592,37901.61,38750.0,36662.83,38477.0,12794.21767,2022-01-31 01:00:00
1593,38477.0,39281.75,38022.72,38715.13,12130.6534,2022-02-01 01:00:00
1594,38715.14,38877.07,36600.1,36919.33,11855.2812,2022-02-02 01:00:00
1595,36924.99,37388.91,36256.8,37330.03,11209.11192,2022-02-03 01:00:00
1596,37330.02,41800.61,37036.66,41593.87,20505.69392,2022-02-04 01:00:00
1597,41595.09,41938.74,40968.1,41403.93,10335.86575,2022-02-05 01:00:00
1598,41403.93,42688.05,41150.36,42403.87,7027.5392,2022-02-06 01:00:00
1599,42403.87,44565.73,41673.68,43870.1,14203.59475,2022-02-07 01:00:00
1600,43870.1,45578.78,42705.8,44077.2,17171.56144,2022-02-08 01:00:00
1601,44077.2,44866.66,43132.12,44406.64,11382.13609,2022-02-09 01:00:00
1602,44406.64,45871.34,43201.56,43533.17,18633.83734,2022-02-10 01:00:00
1603,43533.17,43948.95,41961.19,42399.11,14670.5322,2022-02-11 01:00:00
1604,42399.11,43029.16,41760.01,42243.29,7877.06878,2022-02-12 01:00:00
1605,42243.28,42789.52,41876.07,42078.34,6333.48199,2022-02-13 01:00:00
1606,42082.18,42860.0,41579.79,42550.64,11322.95365,2022-02-14 01:00:00
1607,42556.45,44770.0,42444.52,44574.32,11527.69686,2022-02-15 01:00:00
1608,44574.32,44577.46,43342.42,43903.35,9441.37704,2022-02-16 01:00:00
1609,43902.22,44200.0,40095.95,40540.14,14463.16704,2022-02-17 01:00:00
1610,40540.15,40989.03,39473.31,39999.0,14365.13894,2022-02-18 01:00:00
1611,39999.0,40457.23,39659.35,40098.33,5941.75156,2022-02-19 01:00:00
1612,40104.17,40139.91,38000.0,38398.4,9687.91771,2022-02-20 01:00:00
1613,38403.97,39517.46,36826.0,37022.4,18194.09963,2022-02-21 01:00:00
1614,37028.21,38440.0,36363.0,38251.18,16823.04072,2022-02-22 01:00:00
1615,38251.19,39270.27,37050.0,37269.34,14060.15458,2022-02-23 01:00:00
1616,37269.34,39758.43,34347.41,38340.41,36576.15461,2022-02-24 01:00:00
1617,38340.42,39699.0,38038.46,39237.06,17838.05018,2022-02-25 01:00:00
1618,39237.07,40300.0,38600.46,39138.11,9565.15433,2022-02-26 01:00:00
1619,39138.11,39881.77,37027.55,37714.43,15019.42372,2022-02-27 01:00:00
1620,37714.42,44200.0,37468.28,43181.27,20871.52113,2022-02-28 01:00:00
1621,43176.41,44968.13,42838.68,44434.09,19079.99314,2022-03-01 01:00:00
1622,44434.09,45333.08,43351.0,43914.13,16484.29144,2022-03-02 01:00:00
1623,43914.13,44105.0,41840.07,42454.92,13683.19658,2022-03-03 01:00:00
1624,42454.92,42529.2,38570.0,39156.23,18328.59171,2022-03-04 01:00:00
1625,39156.23,39612.68,38579.83,39401.97,8690.51325,2022-03-05 01:00:00
1626,39401.98,39700.0,38095.23,38424.78,10474.47389,2022-03-06 01:00:00
1627,38424.78,39600.0,37161.72,37994.61,17425.80886,2022-03-07 01:00:00
1628,37993.0,39362.24,37873.44,38732.68,18252.74902,2022-03-08 01:00:00
1629,38737.21,42597.7,38660.61,41953.5,21441.60115,2022-03-09 01:00:00
1630,41950.93,42043.6,38536.1,39437.09,22273.58223,2022-03-10 01:00:00
1631,39436.83,40255.31,38249.61,38731.74,17172.97713,2022-03-11 01:00:00
1632,38731.75,39489.79,38657.32,38810.31,6311.47283,2022-03-12 01:00:00
1633,38810.32,39314.51,37590.17,37785.47,8727.85058,2022-03-13 01:00:00
1634,37785.47,39940.17,37565.0,39678.87,14739.53968,2022-03-14 01:00:00
1635,39677.37,39900.0,38127.29,39289.6,12125.56303,2022-03-15 01:00:00
1636,39295.14,41701.42,38846.8,41128.82,23607.94964,2022-03-16 01:00:00
1637,41127.17,41487.71,40522.27,40939.36,11795.37264,2022-03-17 01:00:00
1638,40939.34,42350.0,40158.68,41780.35,13961.42045,2022-03-18 01:00:00
1639,41780.35,42415.91,41525.9,42226.0,8038.44642,2022-03-19 01:00:00
1640,42226.0,42304.1,40928.78,41280.89,8886.96623,2022-03-20 01:00:00
1641,41284.92,41556.78,40500.0,41015.46,12543.46104,2022-03-21 01:00:00
1642,41015.19,43390.0,40888.0,42380.0,16261.90483,2022-03-22 01:00:00
1643,42379.99,43028.9,41773.0,42892.71,12676.64376,2022-03-23 01:00:00
1644,42892.71,44240.0,42612.86,44013.43,14951.23061,2022-03-24 01:00:00
1645,44016.92,45104.07,43600.0,44335.95,15071.98467,2022-03-25 01:00:00
1646,44335.95,44809.02,44095.76,44530.0,6791.85605,2022-03-26 01:00:00
1647,44530.01,46966.42,44451.76,46842.91,10853.3379,2022-03-27 01:00:00
1648,46842.91,48220.0,46669.34,47144.86,15902.36786,2022-03-28 02:00:00
1649,47144.86,48117.64,46960.0,47451.9,11527.21716,2022-03-29 02:00:00
1650,47446.38,47707.28,46550.46,47078.81,10271.67868,2022-03-30 02:00:00
1651,47078.82,47619.99,45215.7,45517.87,12657.34147,2022-03-31 02:00:00
1652,45526.79,46735.99,44222.0,46298.08,17284.28682,2022-04-01 02:00:00
1653,46293.71,47231.0,45628.99,45825.73,10992.36297,2022-04-02 02:00:00
1654,45825.73,47444.0,45555.5,46420.23,10065.03186,2022-04-03 02:00:00
1655,46420.24,46894.38,45128.67,46594.23,14010.74522,2022-04-04 02:00:00
1656,46594.22,47200.0,45365.3,45506.78,12113.05051,2022-04-05 02:00:00
1657,45506.77,45525.68,43111.0,43177.71,17505.29946,2022-04-06 02:00:00
1658,43177.71,43905.37,42720.01,43443.89,10915.05044,2022-04-07 02:00:00
1659,43443.89,43976.0,42121.0,42264.62,12373.23526,2022-04-08 02:00:00
1660,42264.63,42816.32,42127.11,42765.97,5144.53207,2022-04-09 02:00:00
1661,42765.97,43426.57,41898.0,42166.66,6258.14738,2022-04-10 02:00:00
1662,42166.65,42419.44,39114.34,39534.83,16832.26077,2022-04-11 02:00:00
1663,39534.83,40698.78,39264.82,40081.08,15774.52713,2022-04-12 02:00:00
1664,40081.08,41563.79,39591.91,41154.92,12357.44291,2022-04-13 02:00:00
1665,41154.92,41496.12,39542.73,39941.64,10829.91168,2022-04-14 02:00:00
1666,39941.64,40882.97,39773.18,40557.54,7070.31431,2022-04-15 02:00:00
1667,40557.55,40718.88,40002.0,40386.14,4634.74565,2022-04-16 02:00:00
1668,40386.13,40600.0,39558.82,39690.8,6142.29864,2022-04-17 02:00:00
1669,39685.22,41100.0,38545.17,40812.11,16732.35892,2022-04-18 02:00:00
1670,40814.28,41784.39,40582.41,41498.63,11727.85851,2022-04-19 02:00:00
1671,41498.63,42200.37,40877.55,41367.73,12320.37943,2022-04-20 02:00:00
1672,41362.79,42985.67,39791.29,40485.99,16346.13949,2022-04-21 02:00:00
1673,40486.0,40799.79,39173.6,39705.86,15383.20316,2022-04-22 02:00:00
1674,39705.86,39985.02,39295.54,39450.18,5213.19275,2022-04-23 02:00:00
1675,39450.17,39947.0,38980.0,39459.92,7082.13306,2022-04-24 02:00:00
1676,39459.91,40617.44,38200.0,40428.05,17649.1856,2022-04-25 02:00:00
1677,40428.05,40788.0,37700.02,38110.01,17554.35016,2022-04-26 02:00:00
1678,38110.01,39477.82,37879.83,39236.56,15317.35235,2022-04-27 02:00:00
1679,39236.56,40373.09,38881.85,39744.52,16075.07265,2022-04-28 02:00:00
1680,39744.53,39920.17,38130.01,38591.91,14960.87631,2022-04-29 02:00:00
1681,38591.92,38786.0,37588.0,37637.59,8572.49221,2022-04-30 02:00:00
1682,37637.6,38673.46,37400.68,38468.45,10553.14149,2022-05-01 02:00:00
1683,38468.46,39176.09,38055.0,38515.02,14744.15159,2022-05-02 02:00:00
1684,38515.02,38646.96,37520.0,37725.64,10984.03044,2022-05-03 02:00:00
1685,37725.64,40040.81,37662.31,39682.4,17195.51531,2022-05-04 02:00:00
1686,39682.4,39835.73,35570.46,36547.68,24768.24068,2022-05-05 02:00:00
1687,36547.68,36663.53,35255.0,36008.04,20936.46319,2022-05-06 02:00:00
1688,36008.03,36130.43,34777.0,35463.86,10276.3629,2022-05-07 02:00:00
